record_id,event_timestamp_utc,source_system,depot_id,depot_name,region,product_code,tank_id,pipeline_segment,flow_rate_lpm,pressure_psi,temperature_c,inventory_litres,pump_status,valve_status,api_weather_condition,api_temperature_c,scraped_market_price_usd_bbl,operator_shift,incident_flag,maintenance_required,ingested_at_utc,batch_id,quality_issue_type,missing_record_flag,null_record_flag,source_url,d_depot_name,source
OPS-00492,"2026-03-06 02:45:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T03,Eldoret-Kisumu,641.98,68.21,24.4,2426054.07,RUNNING,PARTIAL,"Heavy Rain",19.6,96.18,Day,1,0,2026-03-06T03:19:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00493,"2026-03-06 03:00:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,IK,T11,Nairobi-Morendat,680.92,97.67,18.2,1298263.52,RUNNING,OPEN,"Heavy Rain",30.9,88.69,Day,1,0,2026-03-06T03:24:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00494,"2026-03-06 03:15:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",IK,T18,Mombasa-Nairobi,1223.87,108.71,30.7,382582.7,STOPPED,PARTIAL,"Light Rain",22.4,98.49,Day,0,0,2026-03-06T03:17:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-00495,"2026-03-06 03:30:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,JET-A1,T18,Mombasa-Nairobi,900.77,104.83,32.6,1814821.93,RUNNING,CLOSED,"Light Rain",23.9,83.2,Day,0,0,2026-03-06T03:50:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-00496,"2026-03-06 03:45:00+00:00",API,DPT001,"Nairobi Terminal",Central,AGO,T14,Eldoret-Kisumu,932.03,119.02,36.6,1621242.11,RUNNING,OPEN,"Heavy Rain",17.0,76.32,Day,0,0,2026-03-06T04:13:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00497,"2026-03-06 04:00:00+00:00",API,DPT001,"Nairobi Terminal",Central,JET-A1,T13,Nairobi-Morendat,1069.69,97.92,33.9,1517286.17,STOPPED,OPEN,"Light Rain",27.6,111.49,Day,0,1,2026-03-06T04:27:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00498,"2026-03-06 04:15:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T02,Mombasa-Nairobi,1165.47,61.62,19.2,164054.43,IDLE,PARTIAL,Cloudy,17.3,112.3,Day,0,0,2026-03-06T04:24:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00499,"2026-03-06 04:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,IK,T09,Mombasa-Nairobi,666.6,107.41,22.7,2383094.79,RUNNING,OPEN,Cloudy,17.0,85.97,Day,0,0,2026-03-06T04:45:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00500,"2026-03-06 04:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",IK,T14,Nairobi-Eldoret,879.73,123.99,20.9,1042813.8,RUNNING,OPEN,Windy,16.4,81.16,Day,1,0,2026-03-06T05:19:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-00501,"2026-03-06 05:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T12,Mombasa-Nairobi,1261.0,53.94,35.5,1295486.05,RUNNING,CLOSED,"Light Rain",29.9,108.19,Day,0,0,2026-03-06T05:07:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00502,"2026-03-06 05:15:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,JET-A1,T12,Mombasa-Nairobi,873.71,91.87,35.9,2137734.69,ALARM,OPEN,Cloudy,23.1,79.72,Day,1,0,2026-03-06T05:17:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00504,"2026-03-06 05:45:00+00:00",API,DPT001,"Nairobi Terminal",Central,JET-A1,T15,Mombasa-Nairobi,574.71,149.22,25.4,2496691.09,RUNNING,OPEN,"Light Rain",23.8,85.42,Day,0,0,2026-03-06T05:51:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00505,"2026-03-06 06:00:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T01,Mombasa-Nairobi,1228.25,49.46,21.9,670959.89,RUNNING,OPEN,Clear,19.3,100.4,Day,0,0,2026-03-06T06:13:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00506,"2026-03-06 06:15:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T01,Nairobi-Morendat,584.81,99.84,26.2,1206309.13,ALARM,OPEN,"Light Rain",33.9,77.32,Day,0,0,2026-03-06T06:27:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-00507,"2026-03-06 06:30:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",AGO,T08,Nairobi-Morendat,1183.53,175.44,29.1,1070948.99,RUNNING,OPEN,Windy,27.5,108.57,Day,0,0,2026-03-06T06:33:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-00508,"2026-03-06 06:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,PMS,T12,Nairobi-Morendat,1119.76,66.68,17.6,2129117.44,RUNNING,OPEN,"Light Rain",23.5,113.18,Day,0,0,2026-03-06T07:11:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00509,"2026-03-06 07:00:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",PMS,T07,Nairobi-Eldoret,655.06,161.97,23.1,1060180.57,RUNNING,OPEN,Cloudy,30.6,96.9,Day,0,0,2026-03-06T07:36:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-00510,"2026-03-06 07:15:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T05,Eldoret-Kisumu,593.46,85.16,22.7,2798448.63,RUNNING,OPEN,Windy,27.9,112.11,Day,0,0,2026-03-06T07:38:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00511,"2026-03-06 07:30:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,IK,T03,Nairobi-Morendat,480.12,103.36,32.9,2071822.34,RUNNING,OPEN,Cloudy,30.0,97.13,Day,0,0,2026-03-06T07:33:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-00512,"2026-03-06 07:45:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,PMS,T13,Nairobi-Morendat,1227.96,96.89,34.2,628461.45,RUNNING,OPEN,"Heavy Rain",20.8,102.88,Day,1,0,2026-03-06T08:20:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00513,"2026-03-06 08:00:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T09,Nairobi-Morendat,1278.75,164.7,26.8,1537990.85,IDLE,OPEN,"Heavy Rain",16.5,106.15,Evening,0,0,2026-03-06T08:36:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00514,"2026-03-06 08:15:00+00:00",API,DPT006,"Morendat Training Hub",Central,PMS,T16,Nairobi-Eldoret,639.29,149.58,26.5,2200603.82,RUNNING,PARTIAL,Cloudy,20.8,106.21,Evening,0,1,2026-03-06T08:48:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-00515,"2026-03-06 08:30:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",IK,T04,Nairobi-Eldoret,712.72,137.67,22.6,488243.5,RUNNING,PARTIAL,"Light Rain",25.6,112.94,Evening,0,1,2026-03-06T09:07:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ik,"Eldoret Depot",SQLite
OPS-00516,"2026-03-06 08:45:00+00:00",SCADA,DPT004,"Kisumu Depot",Nyanza,IK,T13,Nairobi-Morendat,1057.54,68.51,37.8,852242.76,RUNNING,OPEN,"Light Rain",32.2,95.68,Evening,0,0,2026-03-06T09:25:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00517,"2026-03-06 09:00:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,JET-A1,T14,Eldoret-Kisumu,941.54,130.56,19.1,234867.76,RUNNING,PARTIAL,Clear,24.5,94.0,Evening,1,0,2026-03-06T09:11:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00519,"2026-03-06 09:30:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,PMS,T15,Mombasa-Nairobi,1018.86,154.35,21.1,884560.36,ALARM,OPEN,"Light Rain",30.0,108.26,Evening,1,0,2026-03-06T10:00:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00520,"2026-03-06 09:45:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,JET-A1,T18,Eldoret-Kisumu,1109.23,109.17,26.9,951745.0,RUNNING,OPEN,"Heavy Rain",21.8,76.12,Evening,0,1,2026-03-06T09:50:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00521,"2026-03-06 10:00:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,IK,T15,Nairobi-Eldoret,446.44,175.61,19.7,1891819.02,RUNNING,OPEN,Windy,22.5,94.06,Evening,0,0,2026-03-06T10:29:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-00523,"2026-03-06 10:30:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",AGO,T04,Eldoret-Kisumu,1317.7,107.2,37.6,553813.75,RUNNING,OPEN,Clear,17.9,80.14,Evening,0,0,2026-03-06T10:43:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00524,"2026-03-06 10:45:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,IK,T07,Nairobi-Eldoret,1264.41,150.52,34.3,2218087.7,ALARM,OPEN,"Heavy Rain",34.0,82.99,Evening,0,0,2026-03-06T10:51:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00525,"2026-03-06 11:00:00+00:00",API,DPT001,"Nairobi Terminal",Central,AGO,T13,Mombasa-Nairobi,691.43,135.37,33.6,1358090.73,RUNNING,CLOSED,"Light Rain",16.0,90.16,Evening,0,0,2026-03-06T11:09:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00528,"2026-03-06 11:45:00+00:00",API,DPT001,"Nairobi Terminal",Central,JET-A1,T07,Nairobi-Morendat,884.58,92.97,22.2,2434841.91,RUNNING,OPEN,Cloudy,33.5,90.57,Evening,0,0,2026-03-06T12:04:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00529,"2026-03-06 12:00:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,IK,T18,Eldoret-Kisumu,869.36,126.84,29.2,735816.6,STOPPED,PARTIAL,Cloudy,31.3,83.12,Evening,1,0,2026-03-06T12:36:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00530,"2026-03-06 12:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,IK,T11,Eldoret-Kisumu,1318.96,91.44,37.0,951836.45,ALARM,PARTIAL,Cloudy,25.5,104.88,Evening,0,1,2026-03-06T12:29:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-00531,"2026-03-06 12:30:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",IK,T07,Eldoret-Kisumu,617.09,172.9,34.7,1703279.32,RUNNING,OPEN,"Light Rain",29.6,73.11,Evening,0,0,2026-03-06T12:32:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ik,"Eldoret Depot",SQLite
OPS-00532,"2026-03-06 12:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T03,Eldoret-Kisumu,1105.18,153.65,20.9,2570348.75,STOPPED,OPEN,"Heavy Rain",19.3,97.91,Evening,0,0,2026-03-06T13:03:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00533,"2026-03-06 13:00:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T05,Nairobi-Morendat,531.93,81.5,17.6,499446.53,RUNNING,OPEN,Cloudy,29.0,110.23,Evening,0,0,2026-03-06T13:28:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00534,"2026-03-06 13:15:00+00:00",SCADA,DPT003,"Eldoret Depot","Rift Valley",PMS,T12,Mombasa-Nairobi,1340.01,70.85,20.5,817542.56,RUNNING,OPEN,"Light Rain",21.1,91.6,Evening,0,0,2026-03-06T13:38:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-00535,"2026-03-06 13:30:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",PMS,T07,Eldoret-Kisumu,733.6,102.47,22.7,1669496.87,RUNNING,OPEN,"Light Rain",16.3,95.25,Evening,0,1,2026-03-06T13:40:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-00536,"2026-03-06 13:45:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,IK,T08,Nairobi-Eldoret,1097.0,54.62,24.9,1340109.87,STOPPED,OPEN,Clear,30.1,99.25,Evening,0,0,2026-03-06T14:23:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00537,"2026-03-06 14:00:00+00:00",WEB_SCRAPE,DPT001,"Nairobi Terminal",Central,JET-A1,T12,Nairobi-Morendat,701.09,84.83,35.1,1360580.19,RUNNING,OPEN,Windy,20.2,114.78,Evening,0,0,2026-03-06T14:09:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-00538,"2026-03-06 14:15:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,IK,T11,Mombasa-Nairobi,1318.85,98.86,24.5,2185728.5,RUNNING,OPEN,"Heavy Rain",33.8,83.94,Evening,0,0,2026-03-06T14:31:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00539,"2026-03-06 14:30:00+00:00",API,DPT006,"Morendat Training Hub",Central,IK,T12,Eldoret-Kisumu,1330.43,77.41,34.0,418451.5,RUNNING,OPEN,"Heavy Rain",26.0,108.38,Evening,0,0,2026-03-06T14:36:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00540,"2026-03-06 14:45:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T11,Eldoret-Kisumu,542.55,174.93,18.4,2093983.61,RUNNING,OPEN,Windy,24.6,110.07,Evening,0,0,2026-03-06T14:59:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-00541,"2026-03-06 15:00:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,IK,T17,Eldoret-Kisumu,474.27,47.24,20.7,2600238.89,IDLE,OPEN,Windy,19.6,100.09,Evening,0,0,2026-03-06T15:24:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-00542,"2026-03-06 15:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,AGO,T13,Nairobi-Eldoret,554.11,102.48,20.3,571980.97,RUNNING,OPEN,Clear,26.1,78.46,Evening,0,0,2026-03-06T15:34:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00543,"2026-03-06 15:30:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T15,Mombasa-Nairobi,1309.18,167.03,25.5,255999.78,IDLE,OPEN,Clear,23.3,74.96,Evening,0,0,2026-03-06T15:53:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00544,"2026-03-06 15:45:00+00:00",API,DPT006,"Morendat Training Hub",Central,IK,T18,Mombasa-Nairobi,1258.37,143.19,30.6,1268675.66,RUNNING,OPEN,Cloudy,18.6,94.71,Evening,1,0,2026-03-06T15:56:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-00545,"2026-03-06 16:00:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,PMS,T12,Mombasa-Nairobi,990.27,154.73,24.4,2073039.56,RUNNING,CLOSED,Cloudy,25.6,99.12,Night,1,0,2026-03-06T16:12:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00546,"2026-03-06 16:15:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,AGO,T05,Nairobi-Morendat,838.08,158.46,26.9,732341.83,RUNNING,OPEN,"Heavy Rain",16.5,108.39,Night,0,0,2026-03-06T16:37:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-00547,"2026-03-06 16:30:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",PMS,T03,Nairobi-Morendat,1206.66,131.97,18.1,1180668.49,RUNNING,OPEN,Cloudy,30.5,82.43,Night,0,1,2026-03-06T16:52:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-00548,"2026-03-06 16:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T09,Nairobi-Morendat,447.38,173.68,34.2,2792982.56,RUNNING,OPEN,Cloudy,20.8,107.26,Night,0,0,2026-03-06T16:51:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-00550,"2026-03-06 17:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,AGO,T12,Mombasa-Nairobi,830.38,121.92,36.7,609848.47,RUNNING,OPEN,"Heavy Rain",24.0,83.13,Night,0,0,2026-03-06T17:40:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00551,"2026-03-06 17:30:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",PMS,T17,Nairobi-Morendat,1330.55,113.6,21.8,507951.44,RUNNING,OPEN,Cloudy,21.3,80.34,Night,0,0,2026-03-06T17:34:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-00552,"2026-03-06 17:45:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,PMS,T08,Nairobi-Morendat,913.59,50.61,30.4,2394596.67,RUNNING,OPEN,Cloudy,22.6,112.28,Night,0,0,2026-03-06T18:23:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/pms,"Kisumu Depot",SQLite
OPS-00553,"2026-03-06 18:00:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,AGO,T11,Eldoret-Kisumu,981.64,101.26,26.1,2210236.71,RUNNING,OPEN,"Heavy Rain",17.1,97.7,Night,0,0,2026-03-06T18:17:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00554,"2026-03-06 18:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,AGO,T06,Mombasa-Nairobi,863.23,167.1,20.7,2151274.03,RUNNING,OPEN,Windy,24.8,80.91,Night,0,0,2026-03-06T18:54:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00556,"2026-03-06 18:45:00+00:00",API,DPT002,"Mombasa Terminal",Coast,PMS,T13,Nairobi-Eldoret,423.6,113.34,27.2,2892593.75,STOPPED,OPEN,"Heavy Rain",24.1,92.63,Night,0,0,2026-03-06T18:53:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-00557,"2026-03-06 19:00:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",PMS,T15,Nairobi-Morendat,1182.33,80.75,32.0,490517.93,RUNNING,OPEN,"Light Rain",28.6,102.52,Night,1,1,2026-03-06T19:27:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-00558,"2026-03-06 19:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,AGO,T11,Mombasa-Nairobi,938.3,127.48,18.4,1188419.0,RUNNING,OPEN,Windy,33.8,79.82,Night,0,0,2026-03-06T19:50:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-00560,"2026-03-06 19:45:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",IK,T08,Eldoret-Kisumu,954.34,62.54,20.1,277902.32,RUNNING,PARTIAL,Clear,17.4,91.05,Night,0,0,2026-03-06T20:14:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ik,"Eldoret Depot",SQLite
OPS-00562,"2026-03-06 20:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,JET-A1,T12,Nairobi-Morendat,1125.97,91.15,25.3,172291.27,RUNNING,OPEN,"Heavy Rain",31.7,81.54,Night,0,0,2026-03-06T20:19:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-00563,"2026-03-06 20:30:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T17,Nairobi-Morendat,1343.66,70.22,18.8,1323494.82,RUNNING,OPEN,"Heavy Rain",25.2,80.68,Night,0,0,2026-03-06T20:51:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00564,"2026-03-06 20:45:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,JET-A1,T03,Eldoret-Kisumu,1335.19,137.16,35.0,974535.03,RUNNING,OPEN,Cloudy,28.9,105.1,Night,0,0,2026-03-06T21:10:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-00565,"2026-03-06 21:00:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T06,Mombasa-Nairobi,784.05,139.68,31.7,1532428.57,ALARM,OPEN,"Light Rain",26.7,100.23,Night,0,0,2026-03-06T21:12:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-00566,"2026-03-06 21:15:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,JET-A1,T15,Eldoret-Kisumu,783.44,100.46,20.2,1887048.57,STOPPED,OPEN,Clear,27.1,113.36,Night,0,0,2026-03-06T21:25:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-00568,"2026-03-06 21:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,JET-A1,T16,Mombasa-Nairobi,1116.94,90.54,35.9,787748.55,RUNNING,OPEN,Clear,23.5,113.76,Night,0,0,2026-03-06T22:22:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00569,"2026-03-06 22:00:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,JET-A1,T10,Mombasa-Nairobi,690.15,183.74,20.1,2386925.77,RUNNING,PARTIAL,Cloudy,26.4,103.03,Night,0,0,2026-03-06T22:38:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-00571,"2026-03-06 22:30:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T15,Nairobi-Eldoret,793.79,50.33,24.8,2157444.79,RUNNING,OPEN,"Light Rain",19.6,72.9,Night,0,0,2026-03-06T22:35:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-00573,"2026-03-06 23:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",AGO,T13,Mombasa-Nairobi,1002.26,148.54,29.0,1908524.83,STOPPED,OPEN,Clear,29.3,111.6,Night,0,0,2026-03-06T23:33:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00574,"2026-03-06 23:15:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",AGO,T14,Eldoret-Kisumu,845.56,109.24,35.1,2342727.69,RUNNING,PARTIAL,Clear,32.1,113.84,Night,0,0,2026-03-06T23:52:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-00575,"2026-03-06 23:30:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,JET-A1,T10,Nairobi-Eldoret,680.4,142.39,20.3,1608477.24,RUNNING,PARTIAL,"Heavy Rain",28.5,109.36,Night,0,1,2026-03-06T23:32:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-00576,"2026-03-06 23:45:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T03,Eldoret-Kisumu,674.53,172.27,26.1,870449.36,STOPPED,OPEN,"Heavy Rain",17.6,89.29,Night,0,0,2026-03-07T00:22:00Z,BATCH-20260306,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
